username,tweet_id,timestamp,text,likes,retweets
binance,1881914819030254076,2025-01-22T04:00:31.000Z,"Ever wondered how Bollinger Bands (BB) shape trading strategies?

It monitors volatility and signals vital market conditions for traders.

Find out ",553,145
binance,1881884662345142346,2025-01-22T02:00:41.000Z,When your ‘me time’ involves candlesticks.,0,262
binance,1881854423808246089,2025-01-22T00:00:32.000Z,"Personal financial goals = Dreams with deadlines!

Learn how to set them and stay ahead.

Find out more ",759,288
binance,1881673714888056970,2025-01-21T12:02:28.000Z,"Share in 4,000,000 USDC prize pool this Lunar New Year!

Simply refer your friends and earn red packets to unlock your prize.

https://binance.com/en/support/announcement/celebrate-lunar-new-year-refer-friends-to-win-a-share-of-the-4-000-000-usdc-prize-pool-b9e43cc5b9584c6ea8605482645bf0da?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",758,877
binance,1881643447649783900,2025-01-21T10:02:11.000Z,Who knew ancient traders were charting all along?,0,379
koolk123456,1884042883956891998,2025-01-28T00:56:42.000Z,So the $UFD army are we still bullish ?,147,23
koolk123456,1883853786307051649,2025-01-27T12:25:17.000Z,"Check out JLB AI for a fresh take on crypto trading.

JLB AI is your go-to buddy for trading, blending AI with DeFi automation, real-time market insights, cross-chain capabilities, and eco-friendly tokenomics all in one spot. Backed and financed by TQ Ventures, agent is designed",89,9
koolk123456,1883836514498752907,2025-01-27T11:16:39.000Z,Me trying to convince people not to sell on this dip.,62,21
koolk123456,1883786113518800914,2025-01-27T07:56:23.000Z,"Gm legends, say it back ",97,30
koolk123456,1883479405143757212,2025-01-26T11:37:38.000Z,"Get your priorities straight.

What are we buying today ?",62,30
koolk123456,1883119155333009584,2025-01-25T11:46:07.000Z,"My last $20 and I, trying one more time to break even on today's $5,000 losses.

What are we buying ? Go",47,27
koolk123456,1883070596638228803,2025-01-25T08:33:10.000Z,"Gm legends, say it back ",124,31
koolk123456,1883067008759320788,2025-01-25T08:18:55.000Z," Wanna win 100 USDT?

MUST join Hugo’s Zealy quest 
http://t.me/hugofoma pinned post
RT,and Like this post for an entry. Send proof in the replies

This maybe your last chance to get USDT before Hugo’s presale.",122,116
koolk123456,1883023209777582479,2025-01-25T05:24:52.000Z,Whos up for a giveaway ?,73,13
koolk123456,1882794936057446792,2025-01-24T14:17:48.000Z,Rugged coins in your portfolio the moment you choose to cut losses.,37,7
koolk123456,1882742002842005698,2025-01-24T10:47:27.000Z,"Remember when I shared with you about $GLUETEU at a 5 million market cap? Currently, they're still building with a market cap of 7 million (all-time high was 10 million).

Check out their litepaper for insights on token mechanics, the long-term reward plan, and upcoming",116,33
koolk123456,1882742005702537661,2025-01-24T10:47:28.000Z,Litepaper:,40,5
koolk123456,1882702029719839056,2025-01-24T08:08:37.000Z,"Gm, to the future billionares who say it back",123,34
koolk123456,1882345228411273537,2025-01-23T08:30:49.000Z,"GIVEAWAY
@NumbleAI
 

 $SOL winner

Tasks : 

RT and like post 
RT 
@NumbleAI
 pinned post and tag 2 friends

24 hours ",392,481
koolk123456,1882633307797795170,2025-01-24T03:35:32.000Z,"Brother, you missed the President of the United States memecoin

How the fuck do you expect to find the next 100x gem?",89,5
koolk123456,1882523716673847723,2025-01-23T20:20:04.000Z,*TRUMP ORDER ON CRYPTO TO DEVELOP NATIONAL DIGITAL ASSET STOCKPILE: FOX,0,0
koolk123456,1882522802395512862,2025-01-23T20:16:26.000Z,"JUST IN:  President Trump preparing to sign crypto-related executive orders, aide says.",0,0
koolk123456,1882497668246856087,2025-01-23T18:36:33.000Z,"What are we buying ? 

$Pajeet 

$OIL 

$Sorkincoin",27,7
koolk123456,1882322347627262461,2025-01-23T06:59:54.000Z,"Cooked so hard on $VINE 

Caught it at 9 mil MC ",74,27
koolk123456,1882263162696999295,2025-01-23T03:04:43.000Z,Who needs $1000?,82,10
koolk123456,1882148702892273692,2025-01-22T19:29:54.000Z,First 100 to reply,103,30
koolk123456,1882098430975103099,2025-01-22T16:10:08.000Z,"ARE YOU INTO SOLANA AND RUNES ON BTC?

Check out 
@minelabs_
 the home for launching on Bitcoin

The first & only two-way Bitcoin<>Solana bridge. Here you can create and launch Runes coins in seconds. The only way to create memes and AI agents fast and cheap on Bitcoin itself

This",25,7
koolk123456,1882072774916907484,2025-01-22T14:28:11.000Z,"Gm, to the first 100 people who say it back ",98,16
koolk123456,1881917123016200409,2025-01-22T04:09:41.000Z,Who wants discord invites ??,94,17
koolk123456,1881842699969728931,2025-01-21T23:13:57.000Z,"Peanuts  

 https://x.com/ashcox87/status/1881839900900942035/video/1…",32,9
koolk123456,1881709135013781742,2025-01-21T14:23:12.000Z," GIVEAWAY! 

 50$

To Enter:
 Follow 
@Lensis_
 for 1 winner
 Retweet and Like this post

Ends in 24 hours ",0,0
koolk123456,1881675370564653356,2025-01-21T12:09:02.000Z,"Jupuary is going to be a movie 
$JUP",122,25
koolk123456,1881622217622171910,2025-01-21T08:37:50.000Z,"Gm, to the future billionares who say it back",110,21
koolk123456,1881564495648374796,2025-01-21T04:48:28.000Z,What memecoins are we buying ?,26,10
koolk123456,1881342244319535537,2025-01-20T14:05:19.000Z,"state of the trenches with all of the hacked/larp/farm/rug coins these day.

crime season",31,8
koolk123456,1881294059798659152,2025-01-20T10:53:51.000Z,What are we buying today ?,46,14
koolk123456,1881250891522810009,2025-01-20T08:02:19.000Z,"Gm legends, say it back ",106,17
koolk123456,1880844514547667158,2025-01-19T05:07:31.000Z,ATH MFERS $SOL,72,5
koolk123456,1880647878622007669,2025-01-18T16:06:09.000Z,JUST IN: $262 $SOL,46,5
koolk123456,1880614913716150345,2025-01-18T13:55:10.000Z,"WE HAVE TO KEEP WINNING

WE HAVE TO WIN MORE ",0,0
koolk123456,1880595205830955166,2025-01-18T12:36:51.000Z,What a time to be alive. Keep clicking,71,17
koolk123456,1880591510506500104,2025-01-18T12:22:10.000Z,Solana won.,71,16
koolk123456,1880549578103214500,2025-01-18T09:35:32.000Z,"Gm legends, say it back ",184,20
koolk123456,1880503301181194332,2025-01-18T06:31:39.000Z,All it took was for $TRUMP to get into office for this bull run ,59,9
koolk123456,1880496424816644273,2025-01-18T06:04:20.000Z,"TRUMP MEMECOIN HITS $13B MARKET CAP

In just hours, TRUMP exploded past $13B in market cap, putting 134,000 holders and $1B in trading volume into the spotlight.

It’s now valued higher than some of crypto’s biggest names—a jaw-dropping feat for what might have started as a",0,354
koolk123456,1880490216097738809,2025-01-18T05:39:39.000Z,what a time to be alive.,0,673
koolk123456,1880497669061374460,2025-01-18T06:09:16.000Z,Trump cycle (real),35,10
koolk123456,1880276222695075859,2025-01-17T15:29:19.000Z,"Some people just aren't born for this ngl.

What are we buying today?",49,5
koolk123456,1880158530696802759,2025-01-17T07:41:40.000Z,Going to have a chat tomorrow!,168,41
koolk123456,1880176497253818692,2025-01-17T08:53:03.000Z,"Gm legends, say it back ",126,25
koolk123456,1879443560841495004,2025-01-15T08:20:37.000Z,"Gm legends, say it back ",225,32
koolk123456,1879203283073659117,2025-01-14T16:25:51.000Z,POV : You just made 6 figures from Solana memecoins,0,44
koolk123456,1879275582816698370,2025-01-14T21:13:08.000Z,"$pepe vs $mlg

nuff said",317,72
koolk123456,1879304875361853698,2025-01-14T23:09:32.000Z,Who needs 1 $SOL ?,63,7
koolk123456,1878805401925537959,2025-01-13T14:04:48.000Z," $SOL Small daily giveaway! 

1 Winner!

• Like this post and repost
• Bonus entry: Interact with my posts

Ends in 15 mins - Good luck! ",276,287
itsarbsy,1881435951244980685,2025-01-20T20:17:40.000Z,"Pump and dump…nah

The new meta is 

$TRUMP and dump",10,1
itsarbsy,1865266610375684352,2024-12-07T05:26:29.000Z,"GM Web3 Legends  

Bullish on W’s for all you mfers today",246,1
itsarbsy,1864499544576160128,2024-12-05T02:38:26.000Z,"$BTC kissed 100k

Just a lil smooch

Higher plz",39,3
itsarbsy,1861872081173942669,2024-11-27T20:37:50.000Z,"Polygon is back baby 

For a while I’m pretty sure it was just one degen trading back and forth with himself

The purple wave will make some noise in 2025",69,5
itsarbsy,1861855502470201699,2024-11-27T19:31:58.000Z,"I don’t mean to flex on you nerds 

But I just made 12 bucks on a memecoin

W",45,1
itsarbsy,1861667902564323555,2024-11-27T07:06:30.000Z,Smoking memecoins and aping weed,35,0
itsarbsy,1861617126152216741,2024-11-27T03:44:44.000Z,Me watching mfers post life changing gains all over the feed,74,3
itsarbsy,1860911415122370567,2024-11-25T05:00:30.000Z,"GM Web3 Legends  

Mondays are for stacking W’s

Let’s get it",335,3
itsarbsy,1860916527576277457,2024-11-25T05:20:48.000Z,"Pumpfun live streams are about as fun as getting punched in the nuts repeatedly

Its not a good look for crypto 

Purge that dogshit website so we can take back memecoins",31,2
itsarbsy,1860197782373683312,2024-11-23T05:44:46.000Z,"GM Web3 Legends  

Getting rich is the only acceptable outcome this cycle

Stay locked in mfers",300,2
itsarbsy,1858009214968357010,2024-11-17T04:48:11.000Z,"GM Web3 Legends  

Millionaires will be made today 

Lock tf innn",59,2
itsarbsy,1857526158998282709,2024-11-15T20:48:42.000Z,"Holy shit, I just made 10 million

Is what I’d be saying if I bought the right memecoins ",22,1
itsarbsy,1856418490963407212,2024-11-12T19:27:13.000Z,"I fckin love web3 

Name another space that can change your life overnight…you can’t 

Fuck that 9-5 grind, crypto will retire us early",29,3
itsarbsy,1856208761146286170,2024-11-12T05:33:50.000Z,"GM Web3 Legends

I guess we’re all rich now

Cool",365,4
itsarbsy,1855782842485088404,2024-11-11T01:21:23.000Z,"Mfers really out here with 90% of their networth in cartoon pictures watching everything but jpegs pump

I am mfers ",63,1
itsarbsy,1855320684978671627,2024-11-09T18:44:56.000Z,"Need some new degens to follow

Who’s here on Saturday?

If you don’t post bangers and are a bozo let’s connect",32,2
itsarbsy,1855103081001755002,2024-11-09T04:20:15.000Z,"$ETH isn’t even close to hitting it’s ath yet

Ethereum hit 4.8k in 2021

Morale of the story

BUY more ETH bozo",33,3
itsarbsy,1854839962346082418,2024-11-08T10:54:42.000Z,"$SOL crossed $200

Holy sheeeet

HIGHER plz",44,2
itsarbsy,1822183626353607029,2024-08-10T08:10:05.000Z,"GM Web3 Legends  

W’s only today mfers",215,5
itsarbsy,1821364766415175893,2024-08-08T01:56:14.000Z,I’m just here for the vibes,94,10
itsarbsy,1821348371988152584,2024-08-08T00:51:05.000Z,Every struggling NFT project about to migrate their entire community from Discord to Telegram in 3..2..1..,22,2
itsarbsy,1821070851925512386,2024-08-07T06:28:19.000Z,"First post in over a month

Better make it a banger…

Who’s active rn?",96,3
itsarbsy,1821296491174281541,2024-08-07T21:24:56.000Z,"Not even worried

Imagine selling BEFORE the lambos

Smh",14,2
itsarbsy,1805862387699908840,2024-06-26T07:15:19.000Z,"GM Legends  

W’s only today",155,3
itsarbsy,1804762384835240270,2024-06-23T06:24:18.000Z,"GM Web3 Legends  
@GaiminIo
 is revolutionizing web3 gaming! 

Download the platform and get access to exclusive features on AAA games like Rust

These features are only available to GAIMIN users on their official servers",91,3
itsarbsy,1802953477150175326,2024-06-18T06:36:20.000Z,"GM Web3 Legends  

Today we cook",140,1
itsarbsy,1802069943992864828,2024-06-15T20:05:30.000Z,"Happy Saturday legends

No L’s allowed today

W’s only mfers",75,3
itsarbsy,1801491647328292963,2024-06-14T05:47:33.000Z,"GM Web3 Legends  

Are we rich yet?",301,6
itsarbsy,1800591681248485385,2024-06-11T18:11:24.000Z,"It’s Chooky Records in the house,

We’re changing the game,  you better turn this up loud!",504,333
itsarbsy,1800036477352468615,2024-06-10T05:25:13.000Z,"GM Web3 Legends  

Still holding a massive bag of $GMRX so feeling bullish about The Colliseum

A recently launched loyalty program for 
@GaiminIo
 token holders and community members",207,9
itsarbsy,1799978649745346978,2024-06-10T01:35:26.000Z,"I’ve been taking an absolute beating with memecoins lately

Time to double down and buy some more

Mfers that quit don’t make it

Shill me something that won’t go to zero",48,3
itsarbsy,1799949751128916161,2024-06-09T23:40:36.000Z,"Picked up a new monitor 

Now I can have all my memecoin charts on the screen at once and watch myself get rugged in real time

W",115,1
itsarbsy,1799905289526821199,2024-06-09T20:43:56.000Z,"Happy Sunday legends

Who’s on that grind today?",71,2
itsarbsy,1799680690457555123,2024-06-09T05:51:27.000Z,"Im ready for NFTs to make a comeback 

Memecoins are fun but Jpegs hit different

At least if a projects rugs I still have a shitty piece of art I paid way too much for collecting dust in my wallet",80,4
itsarbsy,1799615266474901873,2024-06-09T01:31:29.000Z,"Selling before a 2x should be a felony 

Fck those happy meal gains

I’m after those 100x bangers 

Shill me some gems",61,6
itsarbsy,1799324533867872623,2024-06-08T06:16:13.000Z,"GM Web3   
@pacmoon_
 knows how to build a community of winners

Bullish on all you legends",152,3
itsarbsy,1799272174400025006,2024-06-08T02:48:09.000Z,"Being poor is never an option

Lock tf in and make some shit happen today

If you get rugged, fck it. Come back stronger and double down

If a bozo like me can run up a portfolio, anyone can

Let’s cook",68,4
itsarbsy,1799262708808003963,2024-06-08T02:10:33.000Z,"I'm late to the party but I hear the pacmoon community is goated
@pacmoon_",50,2
itsarbsy,1799174752717676915,2024-06-07T20:21:02.000Z,"Took a few days off

Spent all my profits  

You know the drill mfers

Shill me something worth buying",48,2
itsarbsy,1798948321899479253,2024-06-07T05:21:17.000Z,"GM Web3 Legends  

Absolutely no L’s today",150,5
itsarbsy,1797743275681444104,2024-06-03T21:32:52.000Z,"X added the Jobs feature so web3 mfers don’t go homeless after we lose all our money on memecoins

Thanks Elon",41,1
itsarbsy,1796409968062829040,2024-05-31T05:14:46.000Z,"GM Web3 Legends  

Moving to a new house so taking a few days off

Try not to paper hand everything while I’m gone k",138,4
itsarbsy,1795316706791035371,2024-05-28T04:50:32.000Z,"GM Web3 Legends  
@GaiminIo
 is my big play of 2024

I hold a metric shit ton of $GMRX for a reason

They’ve started doing buy backs and will continue to put 90% of all the revenue GAIMIN generates back into the token

If you hold GMRX, your conviction will pay off",111,4
itsarbsy,1795260525250859095,2024-05-28T01:07:18.000Z,"Been 17 minutes since I bought a memecoin 

Withdrawals hitting hard

Shill me some bangers",52,3
itsarbsy,1795183322940785149,2024-05-27T20:00:31.000Z,"This bull is gonna be a cookout 

BTC is going passed 100k

ETH is going passed 10k

SOL is still undervalued af

Let’s ride ",62,1
itsarbsy,1795154081150873698,2024-05-27T18:04:19.000Z,Caitlyn Jenner after draining all the liquidity out of web3,55,2
itsarbsy,1795145442558124501,2024-05-27T17:30:00.000Z,"Who’s here rn?

Bullish on mfers putting the work in on a Monday",54,1
itsarbsy,1794951555164021219,2024-05-27T04:39:33.000Z,"GM Web3 Legends  

W’s only today",150,2
itsarbsy,1794962210059383255,2024-05-27T05:21:54.000Z,Caitlyn Jenner might be Satoshi,24,0
itsarbsy,1794243287605461221,2024-05-25T05:45:09.000Z,"GM Web3 Legends  
@GaiminIo
 is the best way to earn passive income in web3

Use your GPU, CPU, HD, and Bandwidth to earn $GMRX daily",123,4
vinidotsui,1884040005489942735,2025-01-28T00:45:15.000Z,"there’s a rumor that this Prime Machin has the power to turn the market green.

let’s wait and see!",5,0
vinidotsui,1884039343091900665,2025-01-28T00:42:37.000Z,How are u guys doing?,15,0
vinidotsui,1883866297186046396,2025-01-27T13:15:00.000Z,"FLASH GIVEAWAY: 10 Red Envelopes for 
@Buck_You_Legend
Two lucky winners will take home 5 envelopes each!

To enter:
 Follow 
@vinidotsui
, 
@Buck_You_Legend
 Like & RT this post
 Comment any phrase with ""BUCK""
 
Winners announced in 12 hours (or so)! 

Good luck! ",79,67
vinidotsui,1884037784283013143,2025-01-28T00:36:26.000Z,"Congrats theXpicker Winners - built by 
@sweepwhale
 - 
@centromeniasasy
 @fradem
  

DRAW VERIFICATION: 1738024512872",1,0
vinidotsui,1883955344881377659,2025-01-27T19:08:51.000Z,A Global Coordination Layer for Intelligent Assets :),8,0
vinidotsui,1882730611598823917,2025-01-24T10:02:11.000Z," We’ve got a special treat for our amazing #Cetus fans     

It must be very interesting to meet you wearing a Cetus jacket at different conferences this year. No need to say anything, we'll know ""THAT'S OUR GUY""   

How to get it?  
Follow, RT & leave a comment, and fill",952,589
vinidotsui,1882848668857856166,2025-01-24T17:51:18.000Z,"Walrus Voyager Quest - Fully Explained!

Ready to complete the quest and learn how Walrus is redefining decentralized storage? 

Here’s what you need to do:

 Follow 
@WalrusProtocol
 Join the Discord and grab the member role
 Visit the Walrus website AND the staking page",110,21
vinidotsui,1882839486222184833,2025-01-24T17:14:49.000Z,,2,0
vinidotsui,1882511990968684867,2025-01-23T19:33:28.000Z,"Another campaign, I hope you all enjoy it!",8,0
vinidotsui,1882156851900375237,2025-01-22T20:02:16.000Z,"Bucket Reward System & First Check-In for Drops!

Attention $deBUT Holders! 

The first check-in for Drops rewards is set for January 27 at 12:00 UTC.

Here’s everything you need to know about the 
@bucket_protocol
 reward system and how you can maximize your rewards! 

 How",34,5
vinidotsui,1881783166513365457,2025-01-21T19:17:23.000Z,"Hold Your Tusk, It’s 
@WalrusProtocol
 Time - 03

Let’s simplify how Red Stuff, the encoding magic behind walrus, works.

It’s like turning a huge, messy puzzle into smaller, organized grids. This makes storage efficient, recovery faster, and resilience stronger. 

Let's go! ",96,19
vinidotsui,1881783185023095050,2025-01-21T19:17:27.000Z,"In Red Stuff, recovery works like this: 

If a row (primary sliver) is missing, the other rows rebuild it. 
If a column (secondary sliver) is missing, the other columns fill the gap. 

No full-grid transfers,just the missing pieces. That’s the magic of 2D encoding!",6,0
vinidotsui,1881783187225051197,2025-01-21T19:17:28.000Z,"By combining low replication costs, fast recovery, and high resilience, Red Stuff ensures 
@WalrusProtocol
 is built to handle the demands of decentralized storage at scale.

Questions? Let’s discuss below. And stay tuned for the next ""Hold your Tusk, it's walrus time!""

Thanks <3",8,0
vinidotsui,1881713265228832946,2025-01-21T14:39:37.000Z,"Builders in other chains: 20% tech, 80% stress. 

Sui builders: 80% tech 20% flex",101,29
vinidotsui,1881340876288589935,2025-01-20T13:59:53.000Z,"Do you guys remember these red envelopes?? 
@Buck_You_Legend
 is back on January 26th!

The final prize pool is up for grabs, and the last 4 buyers take it ALL. Last year, I wasn’t lucky, but this year will be different. 

Have faith! ",23,3
vinidotsui,1881038721153388714,2025-01-19T17:59:13.000Z,"Hey 
@KriyaDEX
, thanks for making my Sunday even happier!",84,0
vinidotsui,1880711832475963567,2025-01-18T20:20:17.000Z,"Sui was one of my best choices in 2024, and it’s definitely still the same in 2025.

And don’t forget: $SUI will be the global coordination layer for intelligent assets!!",43,3
vinidotsui,1880680488454783296,2025-01-18T18:15:44.000Z,"What a night at the crypto ball with the 
@Mysten_Labs
, 
@SuiNetwork
 family ",559,66
vinidotsui,1880265270335304123,2025-01-17T14:45:48.000Z,"BREAKING: Over 7M users now on-chain with 
@FanTV_official
!

Try creating or watching videos on a decentralized platform, I guarantee you’ll love it and you can earn great rewards too!  

FanTV is growing fast, and this is your chance to be part of it! Don’t just watch the",3,1
vinidotsui,1880265341835809102,2025-01-17T14:46:05.000Z,Join the movement:,2,0
vinidotsui,1880023630022951033,2025-01-16T22:45:37.000Z,"Everyone needs to understand what 
@WalrusProtocol
 is and its full potential. Please, take just one minute of your life to watch this :)",9,0
vinidotsui,1879966343757484245,2025-01-16T18:57:59.000Z,"Who’s gonna be my 2,500th follower?",30,1
vinidotsui,1879945336250331605,2025-01-16T17:34:30.000Z,"YEAHHH! 
@spritzfinance
 now supports 
@SuiNetwork
!

 Pay bills directly with crypto—no cash out needed
 Multi-Chain Support
 Spritz Card for everyday purchases
 User-Friendly Interface

Sound good? Use my affiliate link & show some love:
https://spritz.link/r/vinidotsui",2,0
vinidotsui,1879594887357849770,2025-01-15T18:21:56.000Z,"I always get so hyped when someone talks about the $SUI ecosystem and mentions something I’ve worked on! Just happened again in this 
@BanklessHQ
 article—shoutout to my 
@WalrusProtocol
 thread! 

Let’s keep pushing forward!
Check it out: https://bankless.com/read/whats-next-for-sui-in-2025…",56,3
vinidotsui,1879332140682453054,2025-01-15T00:57:53.000Z,"It doesn’t make sense to complain about an airdrop when you’re not part of the ecosystem. Everyone who’s active in the Sui ecosystem was well rewarded. The truth is, there will always be people complaining, after all, not even Jesus was loved by everyone.

Just my 2 cents",11,0
vinidotsui,1879177716966346795,2025-01-14T14:44:15.000Z,"Suilend LST (
@springsui_
) Circulating Market Cap (data from 5 days ago):

$kSUI is dominating, surpassing a 25M market cap! Are we all bullish on 
@KriyaDEX
?

Note: These tokens exclusively use SpringSui and credits to 
@EvanDeKim
 for the data and insights!",7,0
vinidotsui,1877762333671571816,2025-01-10T17:00:02.000Z,"Kumo has entered the retail world 

Pre-sale 20.01.2025 ",488,159
vinidotsui,1877682219143352551,2025-01-10T11:41:41.000Z,BIG BUT ENEREGY HERE!  Mark your calendars!,60,9
vinidotsui,1877348817130963120,2025-01-09T13:36:52.000Z,"Everything 
@_StudioMirai
 does is thoughtful.

I couldn’t start this tweet any other way.

Everything was thoughtful from the very beginning: The mint was smooth—no bugs, no congestion, no problems at all. Thank you, 
@_smbrian
.

The art? Flawless. Nothing else to say. Half the",82,20
vinidotsui,1877148532102074794,2025-01-09T00:21:00.000Z,"WHAT IF SuiNS Holders gets a $WAL drop?

and soon www.vini.sui lol",56,3
vinidotsui,1877086112998711676,2025-01-08T20:12:58.000Z,"Lucky Draw Alert: Win $BUT Tokens!

Dates: January 8th, 5 PM – January 21st, 5 PM, 2025 (UTC+0)
Prize Pool: $10,000 worth of $BUT
Processed By: January 31st, 2025

How to Participate?

 Deposit at least 10 $BUCK into the sBUCK Savings Pool.
 Get a chance to win $BUT",12,1
vinidotsui,1877032267366670633,2025-01-08T16:39:00.000Z,"Bear market or bull market, whateeverrr, always bullish on 
@bucket_protocol
TGE on January 13th.
1 $BUT = 1 $BUCK
or maybe... 1 $BUT = 1 $SUI?",10,1
vinidotsui,1876747754761756890,2025-01-07T21:48:27.000Z,It’s kinda hard to keep up with so much stuff sometimes. Wish my day had 48 hours :(,26,2
vinidotsui,1876661225712447641,2025-01-07T16:04:37.000Z,"""I already have examples now that I can give very unique access controls that you've never seen in the past in dropbox or google docs, or anything else, but you will see it on Walrus""

Bullish on Seal, Bullish on 
@WalrusProtocol",3,0
vinidotsui,1876631723947237423,2025-01-07T14:07:23.000Z,"Okay, new Year, new Airdrops!

Friday is $FANday.",20,0
vinidotsui,1876620955784806845,2025-01-07T13:24:36.000Z," BIG NEWS BUCKET FAM!

You asked, we listened! Expanding our $BUT TGE pre-sale whitelist from Top 100 to Top 500 because you deserve it! 

Top 100: Extra $BUT allocation in Pre-Sale!
Top 101-500: You're whitelisted!

More chances, more gainers now - LFG!  See you all on TGE",142,24
vinidotsui,1876263656197160983,2025-01-06T13:44:49.000Z,"AI-to-AI coordination is the next frontier.

Our mission 
@Mysten_Labs
 is to make 
@SuiNetwork
 the global coordination layer, empowering billions of autonomous agents to transact, build, and innovate without limits.

2025 is going to be huge for Sui.

#SUIDOMINATION",893,225
vinidotsui,1875968251664203994,2025-01-05T18:10:59.000Z,that's all folks,7,0
vinidotsui,1875527857856032811,2025-01-04T13:01:01.000Z,"We're ecstatic to announce THE BIG BUT THEORY show!  We love BIG BUTs so get ready for the first of many BUTiful AMAs with @damienchen96 and win 500 $BUT!

 Jan 6, 2025 | 14:00 UTC
Set reminder here: https://x.com/i/spaces/1MYxNMndXXQJw…

BUT! We are also giving away 500 $BUT x 5 best",387,209
vinidotsui,1875655143313830347,2025-01-04T21:26:48.000Z,"Hold Your Tusk, It’s 
@WalrusProtocol
 Time - 02

Decentralized storage is promising but not perfect. Current systems face big challenges: they’re costly, inefficient, and rigid.

In this second episode, let’s dive into how Walrus tackles these issues in game-changing ways!",184,36
vinidotsui,1875655160338509874,2025-01-04T21:26:52.000Z,"Here’s a simple comparison with AWS:

 AWS S3: Centralized, scalable, but prone to outages and lacks data sovereignty.

 Walrus: Decentralized, resilient, and gives you full control of your data.

It’s not replacing AWS, but redefining storage where decentralization matters",10,0
vinidotsui,1875655163190333690,2025-01-04T21:26:53.000Z,"That’s how Walrus tackles the big challenges in decentralized storage. But we’re just getting started!

Next up: Red Stuff, the encoding magic powering Walrus. You’ll see why it’s a breakthrough in storage efficiency.

Got questions? Let’s chat below! :)",12,0
vinidotsui,1875655158232941002,2025-01-04T21:26:52.000Z,"Let’s tie it together with real use cases:

 NFTs: Store metadata and media securely and forever.

 Social Media: Host rich media like videos/images without centralized risks.

 Roll-ups/L2s: Efficient, reliable storage to scale Ethereum and beyond",8,0
vinidotsui,1875510320707596558,2025-01-04T11:51:20.000Z,"All Brazilian members who showed interest in 
@killaclubsui
 and filled out our list have received WL. 
Thanks for the partnership, and I wish you success with the mint!",24,6
vinidotsui,1875493095107928178,2025-01-04T10:42:53.000Z,"I JUST WOKE UP AND $SUI IS 5.18

WHAAAAAAT A DAAAYYYY",100,5
vinidotsui,1875238100143894722,2025-01-03T17:49:37.000Z,"In this wallet, no token stays idle! 
Keep farming, keep farming! 

$BUT ",34,3
vinidotsui,1875007923103121715,2025-01-03T02:34:59.000Z,"Everyone knows how much I love 
@bucket_protocol
 Guess what? I’m officially a Bucket ambassador now! 

Don’t forget, TGE is on the 13th!
Bullish on Bucket, bullish on $BUT, bullish on $SUI!",117,29
vinidotsui,1874870486171312420,2025-01-02T17:28:51.000Z,"The 
@bucket_protocol
 team is very generous and might agree to increase pre-sales wls to more than top 100!

If you want to support, go react to this message!
https://discord.com/channels/1088427643336130560/1088427644028198957/1324410584107712532…",22,3
vinidotsui,1874871979645485270,2025-01-02T17:34:48.000Z,"@Mysten_Labs
 is looking for engineering interns this summer to help build new features for 
@SuiNetwork
and 
@WalrusProtocol
. Shill me your favorite github repo or published system you built! No need for prior blockchain knowledge, but need to be enrolled in a PhD program.",32,7
vinidotsui,1874289444968136886,2025-01-01T03:00:00.000Z,"Of course, my first tweet of 2025 had to be about Sui

GM $SUI!

HAPPY NEW YEAR  (It’s exactly 00:00 here!)

Cheers to an incredible 2025 ahead!",72,6
DeSuiLabs,1864681783973040618,2024-12-05T14:42:36.000Z,"LAB AIRDROP 

We are thrilled to share that DSL holders will get the first $WIN airdrop from 
@WinX_io
Is DSL the most rewarding free mint in history?",171,46
DeSuiLabs,1882089187912176093,2025-01-22T15:33:24.000Z,The alpha is Shards.,63,11
DeSuiLabs,1881998845040857451,2025-01-22T09:34:25.000Z,All DSL holders are whitelisted for Shards ,69,18
DeSuiLabs,1881993398967742604,2025-01-22T09:12:46.000Z,"WIN UPDATE

All WinX Shards will get an allocation of $WIN! 

Who deserves a whitelist for the free mint?",216,109
DeSuiLabs,1877533112877350973,2025-01-10T01:49:11.000Z,"Why you should buy a 
@DeSuiLabs
 DSL NFT on 
@tradeport
 ASAP",39,9
DeSuiLabs,1876834531598037168,2025-01-08T03:33:16.000Z,Believe in something $SUI ,424,67
DeSuiLabs,1876644243059662964,2025-01-07T14:57:08.000Z,"The first licensed casino on Sui is here! 

You can flip a coin to win a share of $1000 

Heads or Tails? 
@SuiNetwork
 ",462,186
DeSuiLabs,1876828236614652150,2025-01-08T03:08:16.000Z,"dont think I have enough Gems yet
@DeSuiLabs",27,3
DeSuiLabs,1876262610389401674,2025-01-06T13:40:40.000Z,"Sui's first licensed casino is heating up

Are you ready to $WIN?",205,110
DeSuiLabs,1875751248772919591,2025-01-05T03:48:42.000Z,"Babe wake up, new ATH just dropped",88,14
DeSuiLabs,1875036013254615435,2025-01-03T04:26:36.000Z,"A new year to WIN 

Giving away a WinX Shard to celebrate 

Just follow & RT to enter ",249,195
DeSuiLabs,1873908004439155143,2024-12-31T01:44:18.000Z,"Good morniinggggg !  
@SuiNetwork
 @DeSuiLabs
 @LegacyDSL",11,2
